asset_id,title,asset_type,sport,home_school,away_school,scheduled_start_ts,duration_seconds
500847,Millbrook vs Greenwood Lacrosse,VOD,LACROSSE,Millbrook,Greenwood,2025-11-13T00:11:36Z,8385
500661,Dunmore vs Stonewall Football,VOD,FOOTBALL,Dunmore,Stonewall,2025-11-01T17:17:01Z,7197
500786,Northgate vs Oakwood Baseball,VOD,BASEBALL,Northgate,Oakwood,2025-09-17T23:43:12Z,8721
500774,Lincoln vs Ashford Football,LIVE,FOOTBALL,Lincoln,Ashford,2025-10-22T12:00:38Z,5525
500118,Summit vs Dunmore Baseball (Replay),VOD,BASEBALL,Summit,Dunmore,2025-11-27T10:13:57Z,9263
500681,Ashford vs Central Basketball,VOD,Basketball,Ashford,Central,2025-09-07T15:49:29Z,6554
500407,Lincoln vs Riverside Softball,LIVE,SOFTBALL,Lincoln,Riverside,2025-11-25T09:16:40Z,6416
500746,Clearwater vs Northgate Football,VOD,FOOTBALL,Clearwater,Northgate,2025-12-02T17:41:03Z,9119
500793,Ashford vs Brookfield Hockey,LIVE,HOCKEY,Ashford,Brookfield,2025-10-21T00:55:40Z,5685
500841,Lincoln vs Summit Volleyball,VOD,VOLLEYBALL,Lincoln,Summit,2026-02-09T22:52:01Z,5680
500826,Pinecrest vs Dunmore Track,VOD,TRACK,Pinecrest,Dunmore,2025-11-15T15:46:21Z,7860
500753,Ashford vs Elmhurst Football,VOD,FOOTBALL,Ashford,Elmhurst,2026-01-17T03:20:10Z,9473
500065,Kingsport vs Hillcrest Baseball,LIVE,BASEBALL,Kingsport,Hillcrest,2026-02-08T04:07:32Z,7485
500526,Millbrook vs Lincoln Soccer,LIVE,SOCCER,Millbrook,Lincoln,2026-02-21T13:30:55Z,8290
500592,Summit vs Bayshore Hockey,LIVE,HOCKEY,Summit,Bayshore,2025-09-30T17:23:44Z,8781
500361,Hillcrest vs Clearwater Baseball,LIVE,BASEBALL,Hillcrest,Clearwater,2026-02-24T19:23:23Z,8307
500615,Millbrook vs Riverside Soccer,VOD,SOCCER,Millbrook,Riverside,2025-10-01T08:24:12Z,8527
500791,Lakeview vs Hillcrest Lacrosse,LIVE,LACROSSE,Lakeview,Hillcrest,2025-09-07T17:18:10Z,6994
500613,Fairfield vs Stonewall Volleyball,VOD,VB,Fairfield,Stonewall,2026-01-11T09:20:12Z,9459
500116,Riverside vs Elmhurst Football,LIVE,FOOTBALL,Riverside,Elmhurst,2025-11-06T07:39:57Z,9352
500023,Oakwood vs Northgate Wrestling,VOD,WRESTLING,Oakwood,Northgate,2025-10-26T21:55:32Z,9544
500820,Fairfield vs Lakeview Lacrosse,VOD,Lacrosse,Fairfield,Lakeview,2026-01-04T00:52:50Z,7611
500580,Fairfield vs Jefferson Basketball,VOD,BASKETBALL,Fairfield,Jefferson,2025-09-28T15:13:42Z,8681
500739,Hillcrest vs Stonewall Wrestling,LIVE,WRESTLING,Hillcrest,Stonewall,2026-01-06T01:43:20Z,6903
500146,Elmhurst vs Eastside Softball,VOD,SOFTBALL,Elmhurst,Eastside,2025-12-09T05:43:18Z,6832
500190,Stonewall vs Oakwood Soccer (Replay),VOD,SOCCER,Stonewall,Oakwood,2025-12-17T02:50:31Z,6013
500702,Lincoln vs Greenwood Basketball,LIVE,BASKETBALL,Lincoln,Greenwood,2026-01-23T10:34:09Z,5846
500415,Ridgeview vs Elmhurst Soccer,VOD,SOCCER,Ridgeview,Elmhurst,2026-02-18T20:32:58Z,8284
500507,Eastside vs Clearwater Football,VOD,Football,Eastside,Clearwater,2025-10-20T17:02:41Z,8152
500409,Elmhurst vs Northgate Lacrosse,VOD,LACROSSE,Elmhurst,Northgate,2025-11-17T05:58:23Z,7277
500565,Pinecrest vs Eastside Football,LIVE,FOOTBALL,Pinecrest,Eastside,2026-02-12T14:44:01Z,6554
500801,Riverside vs Fairfield Lacrosse,VOD,LACROSSE,Riverside,Fairfield,2025-10-05T09:53:56Z,7503
500020,Riverside vs Millbrook Wrestling,LIVE,WRESTLING,Riverside,Millbrook,2026-02-05T09:24:46Z,8108
500434,Stonewall vs Eastside Track,LIVE,TRACK,Stonewall,Eastside,2026-01-05T17:51:24Z,6103
500842,Oakwood vs Bayshore Softball,LIVE,SOFTBALL,Oakwood,Bayshore,2026-01-27T17:52:16Z,6356
500554,Bayshore vs Lincoln Football,LIVE,FOOTBALL,Bayshore,Lincoln,2026-01-17T01:05:08Z,5862
500064,Brookfield vs Summit Volleyball,LIVE,VOLLEYBALL,Brookfield,Summit,2025-11-07T16:54:04Z,8917
500258,Westlake vs Eastside Hockey,LIVE,HOCKEY,Westlake,Eastside,2026-02-07T09:49:02Z,6695
500460,Elmhurst vs Fairfield Baseball,LIVE,BASEBALL,Elmhurst,Fairfield,2026-02-03T10:22:59Z,8459
500804,Ridgeview vs Elmhurst Hockey,LIVE,HOCKEY,Ridgeview,Elmhurst,2025-12-25T18:58:29Z,6695
500606,Brookfield vs Lincoln Lacrosse,LIVE,LACROSSE,Brookfield,Lincoln,2025-12-05T01:16:51Z,5542
500837,Elmhurst vs Greenwood Lacrosse,LIVE,Lacrosse,Elmhurst,Greenwood,2025-12-17T06:12:13Z,5714
500056,Brookfield vs Greenwood Wrestling,LIVE,WRESTLING,Brookfield,Greenwood,2025-11-08T10:00:13Z,9304
500169,Lincoln vs Fairfield Wrestling,LIVE,WRESTLING,Lincoln,Fairfield,2026-01-08T13:40:48Z,9243
500772,Bayshore vs Hillcrest Basketball,LIVE,BASKETBALL,Bayshore,Hillcrest,2025-12-22T04:13:49Z,5843
500689,Dunmore vs Eastside Volleyball,VOD,VOLLEYBALL,Dunmore,Eastside,2025-12-19T08:01:47Z,7792
500217,Summit vs Lincoln Softball,VOD,SOFTBALL,Summit,Lincoln,2026-01-20T08:59:39Z,7584
500459,Westlake vs Ridgeview Lacrosse,VOD,LACROSSE,Westlake,Ridgeview,2025-09-25T00:47:16Z,5945
500230,Hillcrest vs Ridgeview Softball,VOD,SOFTBALL,Hillcrest,Ridgeview,2025-12-25T01:15:33Z,5931
500824,Millbrook vs Pinecrest Volleyball,LIVE,VOLLEYBALL,Millbrook,Pinecrest,2026-01-13T20:32:09Z,7429
500790,Fairfield vs Kingsport Football,VOD,FOOTBALL,Fairfield,Kingsport,2025-10-26T01:29:28Z,7364
500334,Elmhurst vs Stonewall Lacrosse,VOD,LACROSSE,Elmhurst,Stonewall,2025-11-13T18:08:52Z,7228
500531,Bayshore vs Pinecrest Baseball,VOD,Baseball,Bayshore,Pinecrest,2025-10-24T00:11:32Z,6009
500009,Greenwood vs Millbrook Wrestling,VOD,WRESTLING,Greenwood,Millbrook,2026-01-05T04:21:07Z,6959
500644,Elmhurst vs Northgate Hockey,LIVE,HOCKEY,Elmhurst,Northgate,2026-01-11T07:41:03Z,8044
500850,Kingsport vs Brookfield Football,VOD,FOOTBALL,Kingsport,Brookfield,2026-02-07T04:09:40Z,6507
500478,Clearwater vs Pinecrest Track,LIVE,TRACK,Clearwater,Pinecrest,2025-11-03T22:56:54Z,8241
500079,Central vs Ashford Soccer,LIVE,SOCCER,Central,Ashford,2025-11-09T15:09:47Z,7903
500112,Elmhurst vs Northgate Track,LIVE,TRACK,Elmhurst,Northgate,2025-11-12T06:32:13Z,8173
500359,Lincoln vs Greenwood Track,LIVE,TRACK,Lincoln,Greenwood,2025-10-27T19:44:02Z,6960
500701,Brookfield vs Jefferson Soccer,LIVE,SOCCER,Brookfield,Jefferson,2026-02-03T21:02:01Z,8097
500408,Oakwood vs Pinecrest Lacrosse,VOD,LACROSSE,Oakwood,Pinecrest,2025-11-18T19:41:13Z,7941
500821,Northgate vs Fairfield Football,LIVE,FOOTBALL,Northgate,Fairfield,2025-10-09T12:14:34Z,6847
500074,Fairfield vs Central Volleyball,LIVE,VOLLEYBALL,Fairfield,Central,2025-09-12T22:54:08Z,7360
500300,Greenwood vs Fairfield Softball,LIVE,SOFTBALL,Greenwood,Fairfield,2025-12-03T08:38:53Z,7398
500092,Clearwater vs Westlake Hockey,VOD,HOCKEY,Clearwater,Westlake,2025-12-08T22:10:54Z,9191
500455,Bayshore vs Brookfield Wrestling,VOD,WRESTLING,Bayshore,Brookfield,2026-02-09T20:49:26Z,6591
500495,Eastside vs Dunmore Baseball,VOD,BASEBALL,Eastside,Dunmore,2026-01-11T15:05:36Z,5477
500411,Clearwater vs Oakwood Football,LIVE,FOOTBALL,Clearwater,Oakwood,2025-09-18T03:17:37Z,6512
500287,Greenwood vs Brookfield Baseball,LIVE,BASEBALL,Greenwood,Brookfield,2025-12-11T00:08:39Z,6776
500072,Dunmore vs Eastside Baseball,VOD,BASEBALL,Dunmore,Eastside,2025-09-04T01:28:53Z,9129
500035,Jefferson vs Elmhurst Soccer,LIVE,SOCCER,Jefferson,Elmhurst,2026-02-22T05:59:57Z,7999
500315,Summit vs Eastside Lacrosse,LIVE,Lacrosse,Summit,Eastside,2025-11-07T22:50:54Z,9025
500730,Ashford vs Oakwood Track,LIVE,TRACK,Ashford,Oakwood,2025-11-10T07:34:24Z,6569
500729,Eastside vs Clearwater Volleyball,VOD,Volleyball,Eastside,Clearwater,2025-11-07T03:07:47Z,8371
500071,Elmhurst vs Brookfield Soccer,LIVE,SOCCER,Elmhurst,Brookfield,2025-12-26T13:26:50Z,7694
500740,Jefferson vs Summit Wrestling,LIVE,WRESTLING,Jefferson,Summit,2025-10-24T17:23:10Z,7782
500708,Elmhurst vs Pinecrest Baseball,LIVE,BASEBALL,Elmhurst,Pinecrest,2025-11-24T16:00:16Z,9587
500836,Clearwater vs Ridgeview Volleyball,LIVE,VOLLEYBALL,Clearwater,Ridgeview,2025-12-13T02:14:05Z,-600
500224,Brookfield vs Pinecrest Track,VOD,Track,Brookfield,Pinecrest,2025-11-25T13:34:12Z,6889
500789,Northgate vs Eastside Track,VOD,TRACK,Northgate,Eastside,2025-10-29T00:44:48Z,5825
500123,Lakeview vs Bayshore Lacrosse,VOD,LACROSSE,Lakeview,Bayshore,2025-09-10T01:27:08Z,9345
500086,Brookfield vs Clearwater Track,VOD,TRACK,Brookfield,Clearwater,2025-09-26T12:53:22Z,6788
500216,Clearwater vs Pinecrest Wrestling,LIVE,WRESTLING,Clearwater,Pinecrest,2025-11-15T15:27:03Z,6598
500240,Greenwood vs Ridgeview Softball,VOD,SOFTBALL,Greenwood,Ridgeview,2025-11-08T02:46:53Z,9027
500817,Greenwood vs Westlake Hockey,VOD,HOCKEY,Greenwood,Westlake,2026-01-27T01:27:07Z,6970
500799,Greenwood vs Riverside Wrestling,LIVE,WRESTLING,Greenwood,Riverside,2025-10-15T18:28:20Z,7666
500815,Northgate vs Hillcrest Hockey,VOD,HOCKEY,Northgate,Hillcrest,2025-10-14T12:54:33Z,7201
500312,Millbrook vs Northgate Baseball,VOD,BASEBALL,Millbrook,Northgate,2026-01-18T17:55:17Z,5975
500200,Greenwood vs Ridgeview Hockey,LIVE,HOCKEY,Greenwood,Ridgeview,2026-02-14T09:53:16Z,9163
500719,Elmhurst vs Kingsport Track,VOD,TRACK,Elmhurst,Kingsport,2025-11-03T16:10:14Z,6403
500530,Millbrook vs Central Softball,VOD,SOFTBALL,Millbrook,Central,2025-09-08T01:23:52Z,6532
500419,Ashford vs Fairfield Hockey,VOD,HOCKEY,Ashford,Fairfield,2026-02-19T21:07:37Z,5676
500034,Pinecrest vs Lincoln Softball,VOD,SOFTBALL,Pinecrest,Lincoln,2025-10-15T02:26:16Z,7893
500641,Pinecrest vs Oakwood Lacrosse,LIVE,LACROSSE,Pinecrest,Oakwood,2026-02-21T17:19:03Z,6656
500223,Clearwater vs Bayshore Lacrosse,LIVE,LACROSSE,Clearwater,Bayshore,2025-11-15T06:15:20Z,8127
500326,Westlake vs Lincoln Hockey,VOD,HOCKEY,Westlake,Lincoln,2026-02-18T20:52:24Z,8382
500139,Greenwood vs Kingsport Hockey,LIVE,HOCKEY,Greenwood,Kingsport,2025-11-15T17:27:18Z,6042
500210,Bayshore vs Westlake Lacrosse,VOD,LACROSSE,Bayshore,Westlake,2025-11-23T20:20:20Z,9422
500618,Greenwood vs Fairfield Soccer,VOD,Soccer,Greenwood,Fairfield,2025-11-21T06:06:22Z,0
500294,Summit vs Kingsport Baseball,LIVE,BASEBALL,Summit,Kingsport,2025-12-05T03:23:52Z,7739
500344,Ashford vs Clearwater Hockey,LIVE,HOCKEY,Ashford,Clearwater,2025-12-17T21:24:30Z,5593
500278,Bayshore vs Dunmore Basketball,VOD,BASKETBALL,Bayshore,Dunmore,2025-10-15T03:43:30Z,6468
500763,Summit vs Oakwood Volleyball,LIVE,VOLLEYBALL,Summit,Oakwood,2026-01-27T15:18:05Z,6937
500167,Elmhurst vs Millbrook Softball,VOD,SOFTBALL,Elmhurst,Millbrook,2025-09-11T13:42:44Z,7828
500307,Brookfield vs Millbrook Football,VOD,FOOTBALL,Brookfield,Millbrook,2025-09-17T18:39:51Z,5708
500227,Ridgeview vs Westlake Basketball,VOD,BASKETBALL,Ridgeview,Westlake,2026-01-07T02:20:37Z,7754
500072,Dunmore vs Eastside Baseball (Replay),VOD,BASEBALL,Dunmore,Eastside,2025-09-04T01:28:53Z,9129
500406,Eastside vs Greenwood Soccer,LIVE,SOCCER,Eastside,Greenwood,2026-02-26T23:59:39Z,5706
500376,Hillcrest vs Bayshore Hockey,VOD,HOCKEY,Hillcrest,Bayshore,2026-01-29T23:28:36Z,7572
500603,Hillcrest vs Clearwater Wrestling,VOD,WRESTLING,Hillcrest,Clearwater,2025-11-14T00:24:46Z,8236
500099,Millbrook vs Lincoln Football,LIVE,FOOTBALL,Millbrook,Lincoln,2025-10-10T21:48:55Z,5441
500552,Dunmore vs Clearwater Track,VOD,TRACK,Dunmore,Clearwater,2025-10-12T05:47:52Z,8510
500094,Elmhurst vs Riverside Hockey,VOD,HOCKEY,Elmhurst,Riverside,2025-12-16T04:16:45Z,6967
500472,Millbrook vs Hillcrest Volleyball,VOD,VOLLEYBALL,Millbrook,Hillcrest,2026-02-20T17:36:59Z,5592
500747,Millbrook vs Lincoln Lacrosse,LIVE,LACROSSE,Millbrook,Lincoln,2026-02-04T11:33:20Z,6730
500336,Northgate vs Stonewall Basketball,LIVE,BASKETBALL,Northgate,Stonewall,2025-09-17T21:37:53Z,7104
500181,Lakeview vs Northgate Baseball,LIVE,BASEBALL,Lakeview,Northgate,2025-12-11T09:16:42Z,9170
500522,Northgate vs Oakwood Hockey,VOD,Hockey,Northgate,Oakwood,2025-11-22T16:50:18Z,6040
500051,Millbrook vs Greenwood Soccer,VOD,SOCCER,Millbrook,Greenwood,2025-09-05T02:58:09Z,8258
500623,Westlake vs Greenwood Track,LIVE,TRACK,Westlake,Greenwood,2026-01-24T03:23:49Z,7817
500458,Central vs Bayshore Baseball,VOD,BASEBALL,Central,Bayshore,2026-02-18T23:37:27Z,7055
500164,Lakeview vs Ridgeview Baseball,LIVE,Baseball,Lakeview,Ridgeview,2025-12-05T06:22:59Z,6485
500384,Greenwood vs Kingsport Soccer,VOD,SOCCER,Greenwood,Kingsport,2025-11-14T13:42:20Z,7666
500822,Central vs Hillcrest Hockey,LIVE,HOCKEY,Central,Hillcrest,2025-11-26T09:54:46Z,8084
500805,Ashford vs Westlake Football,VOD,FOOTBALL,Ashford,Westlake,2025-09-21T18:19:46Z,7602
500834,Summit vs Greenwood Basketball,LIVE,BBALL,Summit,Greenwood,2025-09-24T09:21:58Z,7694
500265,Northgate vs Ashford Basketball,LIVE,BASKETBALL,Northgate,Ashford,2026-02-11T15:55:14Z,6041
500843,Brookfield vs Fairfield Baseball,LIVE,BASEBALL,Brookfield,Fairfield,2025-09-05T01:26:09Z,8590
500268,Clearwater vs Fairfield Football,LIVE,FOOTBALL,Clearwater,Fairfield,2025-12-13T08:04:23Z,7686
500514,Fairfield vs Elmhurst Track,VOD,TRACK,Fairfield,Elmhurst,2026-01-24T04:15:29Z,8300
500619,Greenwood vs Brookfield Wrestling,VOD,WRESTLING,Greenwood,Brookfield,2025-10-03T01:30:07Z,6280
500290,Elmhurst vs Millbrook Volleyball,VOD,VOLLEYBALL,Elmhurst,Millbrook,2026-01-08T04:08:49Z,6958
500604,Elmhurst vs Central Lacrosse,LIVE,LACROSSE,Elmhurst,Central,2026-01-27T08:32:42Z,6471
500706,Millbrook vs Pinecrest Wrestling,LIVE,WRESTLING,Millbrook,Pinecrest,2025-11-21T13:41:49Z,8240
500205,Stonewall vs Ashford Wrestling,VOD,WRESTLING,Stonewall,Ashford,2026-02-28T20:45:42Z,9387
500536,Westlake vs Riverside Hockey,VOD,HOCKEY,Westlake,Riverside,2025-12-18T07:07:49Z,7429
500055,Brookfield vs Millbrook Softball,VOD,SOFTBALL,Brookfield,Millbrook,2026-02-03T12:08:51Z,9440
500511,Bayshore vs Central Volleyball,LIVE,VOLLEYBALL,Bayshore,Central,2026-02-26T13:41:28Z,7205
500570,Hillcrest vs Fairfield Baseball,LIVE,BASEBALL,Hillcrest,Fairfield,2025-10-05T01:59:47Z,6736
500498,Northgate vs Oakwood Track,VOD,TRACK,Northgate,Oakwood,2026-01-17T09:58:42Z,5448
500261,Lincoln vs Ridgeview Soccer,LIVE,SOCCER,Lincoln,Ridgeview,2026-01-13T01:32:12Z,7047
500235,Millbrook vs Bayshore Track,VOD,TRACK,Millbrook,Bayshore,2025-10-08T07:30:56Z,6214
500545,Westlake vs Ridgeview Soccer,VOD,SOCCER,Westlake,Ridgeview,2025-09-19T17:25:13Z,7370
500650,Eastside vs Hillcrest Softball,VOD,SOFTBALL,Eastside,Hillcrest,2025-12-01T04:08:01Z,9394
500697,Lakeview vs Westlake Hockey,LIVE,HOCKEY,Lakeview,Westlake,2025-12-09T16:02:26Z,7044
500750,Clearwater vs Ashford Baseball,LIVE,Baseball,Clearwater,Ashford,2025-09-28T08:36:01Z,9228
500098,Brookfield vs Lakeview Basketball,LIVE,BASKETBALL,Brookfield,Lakeview,2026-01-18T17:20:45Z,8986
500012,Clearwater vs Lincoln Softball,LIVE,SOFTBALL,Clearwater,Lincoln,2026-01-27T17:02:29Z,9313
500365,Hillcrest vs Pinecrest Football,LIVE,FOOTBALL,Hillcrest,Pinecrest,2025-12-31T06:39:13Z,8019
500808,Pinecrest vs Hillcrest Football,LIVE,FOOTBALL,Pinecrest,Hillcrest,2026-01-09T02:36:24Z,7669
500372,Stonewall vs Summit Hockey,VOD,HOCKEY,Stonewall,Summit,2025-09-17T13:12:37Z,6688
500153,Lincoln vs Elmhurst Hockey,LIVE,HOCKEY,Lincoln,Elmhurst,2025-09-06T05:00:27Z,5737
500491,Summit vs Clearwater Wrestling,LIVE,WRESTLING,Summit,Clearwater,2025-10-13T09:50:48Z,7500
500672,Kingsport vs Jefferson Volleyball,VOD,VOLLEYBALL,Kingsport,Jefferson,2026-01-01T20:58:08Z,8369
500273,Greenwood vs Summit Soccer,VOD,SOCCER,Greenwood,Summit,2025-11-14T10:24:59Z,5680
500096,Eastside vs Jefferson Baseball,VOD,BASEBALL,Eastside,Jefferson,2025-12-25T13:37:31Z,8533
500548,Westlake vs Pinecrest Baseball,VOD,BASEBALL,Westlake,Pinecrest,2025-10-26T21:47:00Z,9154
500599,Summit vs Bayshore Softball,LIVE,SOFTBALL,Summit,Bayshore,2025-10-24T01:11:35Z,8002
500348,Lakeview vs Lincoln Baseball,LIVE,BASEBALL,Lakeview,Lincoln,2025-12-27T10:43:57Z,7571
500347,Summit vs Kingsport Lacrosse (Replay),VOD,LACROSSE,Summit,Kingsport,2026-01-01T18:32:20Z,6896
500168,Dunmore vs Lincoln Track,VOD,TRACK,Dunmore,Lincoln,2025-10-11T20:11:52Z,6354
500639,Clearwater vs Dunmore Soccer,LIVE,SOCCER,Clearwater,Dunmore,2025-12-09T05:24:46Z,6357
500677,Lincoln vs Dunmore Softball,VOD,SOFTBALL,Lincoln,Dunmore,2025-11-15T07:11:38Z,5884
500221,Dunmore vs Central Track,VOD,Track,Dunmore,Central,2025-11-13T15:50:32Z,9544
500045,Jefferson vs Kingsport Soccer,VOD,SOCCER,Jefferson,Kingsport,2026-02-27T22:02:37Z,8633
500736,Hillcrest vs Millbrook Wrestling,VOD,WRESTLING,Hillcrest,Millbrook,2026-02-10T22:38:13Z,9517
500136,Eastside vs Lakeview Basketball,LIVE,BASKETBALL,Eastside,Lakeview,2026-01-31T12:00:55Z,6058
500040,Jefferson vs Westlake Volleyball,VOD,VOLLEYBALL,Jefferson,Westlake,2025-11-11T20:14:48Z,5699
500197,Fairfield vs Ashford Football,LIVE,FOOTBALL,Fairfield,Ashford,2025-10-23T00:27:37Z,7257
500293,Central vs Brookfield Volleyball,VOD,VB,Central,Brookfield,2026-01-24T15:26:53Z,8641
500010,Lakeview vs Hillcrest Soccer,VOD,SOCCER,Lakeview,Hillcrest,2025-12-18T06:59:22Z,8720
500647,Lincoln vs Kingsport Volleyball,LIVE,VOLLEYBALL,Lincoln,Kingsport,2026-01-03T20:27:33Z,8030
500078,Brookfield vs Central Baseball,VOD,Baseball,Brookfield,Central,2025-11-06T22:11:23Z,6947
500743,Central vs Hillcrest Softball,LIVE,SOFTBALL,Central,Hillcrest,2025-09-23T22:37:25Z,7928
500626,Greenwood vs Brookfield Lacrosse,VOD,LACROSSE,Greenwood,Brookfield,2025-11-19T11:14:43Z,8031
500130,Riverside vs Lakeview Softball,VOD,SOFTBALL,Riverside,Lakeview,2025-12-14T08:11:11Z,9360
500474,Millbrook vs Stonewall Hockey,LIVE,HOCKEY,Millbrook,Stonewall,2025-10-05T07:28:19Z,5687
500052,Greenwood vs Kingsport Baseball,LIVE,BASEBALL,Greenwood,Kingsport,2026-02-26T10:39:53Z,9112
500400,Eastside vs Bayshore Hockey,VOD,HOCKEY,Eastside,Bayshore,2026-02-09T01:04:02Z,7856
500844,Eastside vs Pinecrest Soccer,LIVE,Soccer,Eastside,Pinecrest,2025-10-09T14:19:30Z,5592
