user_id,signup_ts,home_state,acquisition_channel
100221,2026-01-25T09:34:21Z,VA,referral
100222,2025-07-01T06:04:03Z,WI,paid_social
100223,2025-05-20T11:20:20Z,ca,app_store
100224,2025-12-04T01:56:14Z,KY,organic
100225,2025-12-30T03:44:00Z,TX,referral
100226,2025-10-30T20:43:20Z,AL,app_store
100227,2026-01-19T19:29:26Z,FL,organic
100228,2025-06-20T04:49:34Z,MO,referral
100229,2025-10-08T10:40:22Z,PA,app_store
100230,2025-05-23T17:35:37Z,WA,app_store
100231,2025-09-14T04:53:48Z,VA,referral
100232,2026-01-06T16:05:21Z,NC,app_store
100233,2025-08-22T03:27:21Z,PA,paid_social
100234,2025-12-22T10:58:35Z,OH,school_email
100235,2026-02-12T14:19:15Z,AL,referral
100236,2026-01-06T21:03:09Z,al,partner
100237,2025-10-20T06:16:02Z,MO,school_email
100238,2025-05-09T03:15:52Z,CA,organic
100239,2025-07-27T13:13:12Z,KY,partner
100240,2025-11-25T11:22:46Z,AL,paid_social
100241,2026-01-21T19:51:49Z,AL,referral
100242,2025-08-21T13:17:52Z,GA,referral
100243,2025-12-02T17:48:46Z,TX,referral
100244,2025-06-06T06:37:33Z,NY,referral
100245,2026-01-06T16:50:57Z,WA,partner
100246,2025-10-18T13:47:05Z,GA,paid_social
100247,2026-02-09T14:43:08Z,WA,app_store
100248,2026-01-15T14:55:35Z,NC,school_email
100249,2025-09-01T06:35:32Z,WA,app_store
100250,2026-02-27T15:38:10Z,pa,paid_social
100251,2025-05-30T08:37:54Z,FL,organic
100252,2026-01-14T17:13:58Z,GA,partner
100253,2025-07-05T07:42:12Z,TX,partner
100254,2026-01-23T00:25:16Z,IL,school_email
100255,2025-06-04T15:08:42Z,GA,app_store
100256,2026-01-28T03:28:22Z,MO,referral
100257,2025-06-11T23:13:38Z,al,paid_social
100258,2025-08-17T10:56:41Z,KY,paid_social
100259,2025-09-10T08:35:36Z,PA,organic
100260,2025-09-14T15:12:44Z,OH,app_store
100261,2025-06-15T20:01:06Z,MI,app_store
100262,2025-11-05T03:33:02Z,IL,app_store
100263,2025-07-15T03:41:14Z,VA,school_email
100264,2026-01-01T22:50:18Z,FL,app_store
100265,2025-06-15T19:12:50Z,IL,app_store
100266,2026-02-14T04:48:43Z,CA,school_email
100267,2025-07-05T17:36:22Z,MI,app_store
100268,2025-09-26T17:44:56Z,NY,referral
100269,2026-02-17T05:26:41Z,CA,app_store
100270,2025-06-03T06:53:21Z,IL,paid_social
100271,2025-12-16T14:16:06Z,KY,paid_social
100272,2025-05-11T18:48:48Z,TX,referral
100273,2025-10-18T16:26:22Z,NC,school_email
100274,2026-01-31T09:24:33Z,CA,paid_social
100275,2025-09-04T18:20:45Z,NY,organic
100276,2025-06-01T06:02:47Z,WA,partner
100277,2025-06-05T10:52:37Z,FL,partner
100278,2025-08-20T03:54:00Z,sc,paid_social
100279,2025-05-08T19:33:12Z,VA,school_email
100280,2025-07-12T15:48:14Z,IL,paid_social
100281,2025-09-14T03:23:59Z,AL,school_email
100282,2026-02-13T07:35:31Z,OH,referral
100283,2025-05-21T01:34:20Z,MO,app_store
100284,2025-09-27T17:21:15Z,GA,referral
100285,2025-10-23T06:23:39Z,TN,organic
100286,2025-07-22T05:24:27Z,AL,paid_social
100287,2025-07-19T17:35:22Z,WA,referral
100288,2025-11-28T07:39:48Z,CA,organic
100289,2026-01-15T22:25:08Z,MO,organic
100290,2025-07-20T05:21:27Z,WI,app_store
100291,2025-07-31T02:04:18Z,TN,organic
100292,2025-08-13T02:10:32Z,SC,organic
100293,2025-09-29T14:33:17Z,GA,school_email
100294,2026-02-10T01:31:10Z,MN,app_store
100295,2025-07-11T07:26:49Z,IN,school_email
100296,2025-06-30T05:58:01Z,WI,school_email
100297,2025-05-24T08:13:58Z,NC,organic
100298,2025-11-08T13:51:12Z,CA,referral
100299,2025-05-06T03:56:41Z,il,partner
100300,2025-05-27T16:40:39Z,AL,paid_social
100301,2026-02-23T10:24:13Z,WI,partner
100302,2025-12-21T04:01:50Z,KY,referral
100303,2025-11-12T03:34:43Z,VA,app_store
100304,2025-10-04T18:12:19Z,WI,app_store
100305,2025-10-02T08:19:38Z,AL,referral
100306,2025-05-07T09:26:40Z,KY,organic
100307,2025-10-08T21:53:26Z,MO,app_store
100308,2025-06-16T04:45:30Z,IN,app_store
100309,2025-09-26T06:42:35Z,WI,referral
100310,2025-10-03T11:02:23Z,MN,paid_social
100311,2025-08-23T06:01:00Z,PA,school_email
100312,2025-06-05T04:42:56Z,WA,partner
100313,2025-09-24T20:35:47Z,AL,partner
100314,2025-07-17T14:58:09Z,VA,partner
100315,2025-11-25T07:24:56Z,SC,paid_social
100316,2025-06-15T20:05:27Z,VA,referral
100317,2025-05-28T04:34:23Z,MO,referral
100318,2026-02-06T07:05:29Z,GA,app_store
100319,2026-01-18T07:40:27Z,SC,paid_social
100320,2025-08-07T21:24:00Z,TN,partner
100321,2025-10-22T12:17:17Z,MO,partner
100322,2025-11-20T18:50:18Z,CA,organic
100323,2025-11-28T12:25:50Z,WI,organic
100324,2025-06-03T11:55:51Z,MI,app_store
100325,2026-02-16T11:26:10Z,IL,partner
100326,2025-09-14T05:27:11Z,IL,school_email
100327,2025-11-12T00:23:47Z,GA,app_store
100328,2025-10-04T19:16:55Z,SC,partner
100329,2025-09-20T17:29:20Z,OH,paid_social
100330,2025-08-24T03:30:51Z,VA,organic
100331,2025-12-20T08:59:38Z,wi,app_store
100332,2026-01-23T13:34:21Z,TX,organic
100333,2026-02-16T07:12:56Z,WI,paid_social
100334,2025-10-26T09:58:20Z,MN,school_email
100335,2025-06-28T16:09:42Z,NY,school_email
100336,2026-02-08T19:55:38Z,MI,partner
100337,2025-09-23T07:03:22Z,FL,organic
100338,2025-07-01T02:22:59Z,IL,app_store
100339,2025-08-16T15:53:29Z,CA,paid_social
100340,2025-09-08T15:28:07Z,SC,organic
100341,2026-01-16T10:52:44Z,NC,referral
100342,2025-07-01T02:38:18Z,KY,organic
100343,2025-10-02T17:10:32Z,MN,app_store
100344,2025-07-20T13:29:29Z,TX,organic
100345,2025-10-10T23:41:01Z,WA,partner
100346,2026-01-13T19:35:35Z,WA,organic
100347,2025-12-04T07:27:49Z,IL,organic
100348,2025-12-01T05:03:54Z,GA,organic
100349,2025-11-20T11:04:46Z,AL,referral
100350,2025-12-13T17:20:00Z,MO,partner
100351,2025-09-29T00:24:30Z,in,organic
100352,2025-09-20T04:05:52Z,PA,paid_social
100353,2025-07-12T07:18:04Z,NC,referral
100354,2026-02-11T14:05:35Z,OH,paid_social
100355,2025-05-15T18:42:09Z,GA,referral
100356,2025-09-04T15:01:54Z,NY,organic
100357,2026-01-23T11:17:19Z,AL,school_email
100358,2025-08-24T20:37:35Z,TX,organic
100359,2025-08-03T16:22:59Z,MN,paid_social
100360,2026-01-22T23:17:12Z,WI,partner
100361,2025-11-26T22:07:05Z,MI,app_store
100362,2025-10-11T17:50:12Z,IL,school_email
100363,2025-12-18T21:02:39Z,OH,app_store
100364,2026-02-14T15:24:31Z,NY,paid_social
100365,2025-05-09T09:51:59Z,MN,partner
100366,2025-09-01T12:06:08Z,TN,school_email
100367,2025-10-20T12:26:01Z,NY,organic
100368,2025-05-17T21:07:07Z,FL,app_store
100369,2025-08-29T17:27:43Z,KY,paid_social
100370,2025-09-18T13:13:07Z,CA,referral
100371,2025-06-19T09:50:12Z,IN,app_store
100372,2025-12-04T08:00:00Z,SC,organic
100373,2025-10-17T13:59:49Z,MN,referral
100374,2025-12-20T13:55:50Z,MN,app_store
100375,2025-12-08T01:17:35Z,FL,organic
100376,2025-05-07T03:07:05Z,PA,referral
100377,2025-08-23T13:12:35Z,va,app_store
100378,2025-05-26T16:39:28Z,OH,school_email
100379,2025-11-18T16:05:09Z,IN,organic
100380,2026-02-03T18:33:16Z,MO,organic
100381,2025-06-12T00:58:08Z,FL,school_email
100382,2025-08-08T03:14:52Z,MN,app_store
100383,2025-09-01T05:29:08Z,WA,school_email
100384,2025-06-29T17:11:07Z,AL,referral
100385,2026-02-21T16:43:03Z,nc,referral
100386,2025-05-24T13:22:20Z,SC,organic
100387,2026-02-03T11:02:05Z,OH,referral
100388,2025-05-09T05:39:23Z,AL,referral
100389,2026-02-27T21:01:15Z,NY,app_store
100390,2025-09-10T15:28:21Z,FL,organic
100391,2025-08-16T00:58:41Z,KY,organic
100392,2025-06-15T14:16:51Z,MN,organic
100393,2025-05-12T19:12:31Z,FL,school_email
100394,2026-02-17T01:37:48Z,SC,school_email
100395,2025-10-22T04:09:55Z,MN,app_store
100396,2025-09-02T09:13:42Z,TX,app_store
100397,2025-10-16T19:35:25Z,al,school_email
100398,2025-05-22T16:33:43Z,KY,organic
100399,2025-11-01T05:50:34Z,GA,school_email
100400,2025-08-30T11:43:57Z,TX,app_store
100401,2025-07-23T09:03:21Z,FL,organic
100402,2025-07-03T23:13:10Z,IL,paid_social
100403,2025-11-03T03:14:09Z,MO,organic
100404,2025-10-28T18:20:25Z,SC,organic
100405,2026-01-05T00:40:51Z,TN,paid_social
100406,2026-01-15T21:07:25Z,PA,paid_social
100407,2025-05-10T17:36:38Z,FL,app_store
100408,2025-07-07T14:19:23Z,TN,app_store
100409,2025-12-13T07:48:22Z,MI,school_email
100410,2025-05-07T16:38:58Z,VA,referral
100411,2026-02-20T05:01:03Z,MN,app_store
100412,2026-01-13T16:38:12Z,AL,paid_social
100413,2025-09-23T10:01:26Z,mi,organic
100414,2025-11-06T13:14:01Z,OH,paid_social
100415,2025-06-26T05:47:01Z,NC,partner
100416,2026-02-02T05:17:48Z,TN,app_store
100417,2025-07-17T12:47:26Z,NC,organic
100418,2026-01-04T11:34:43Z,WA,referral
100419,2025-11-03T19:09:35Z,IN,referral
100420,2025-10-31T18:31:22Z,MI,app_store
100421,2025-09-18T00:01:09Z,WI,paid_social
100422,2025-07-01T22:42:10Z,NC,referral
100423,2025-07-11T21:40:27Z,GA,organic
100424,2025-12-12T14:41:25Z,AL,paid_social
100425,2025-12-08T21:37:05Z,IN,school_email
100426,2025-12-08T04:11:24Z,FL,partner
100427,2025-06-01T14:16:15Z,NY,app_store
100428,2025-08-27T22:20:04Z,VA,school_email
100429,2025-10-11T11:28:55Z,CA,app_store
100430,2025-10-22T21:01:58Z,NY,app_store
100431,2025-09-20T02:05:43Z,GA,partner
100432,2025-10-16T00:20:44Z,tn,app_store
100433,2025-08-27T01:53:36Z,FL,partner
100434,2025-06-11T18:15:22Z,TX,referral
100435,2026-02-23T01:50:03Z,VA,referral
100436,2026-02-03T02:14:17Z,IL,school_email
100437,2025-07-28T16:09:35Z,Georgia,school_email
100438,2025-10-30T13:47:17Z,WA,referral
100439,2026-01-21T20:39:12Z,NY,app_store
100440,2026-01-20T22:00:46Z,CA,partner
100441,2025-12-09T21:40:15Z,NC,school_email
100442,2025-07-27T17:52:10Z,TX,referral
100443,2025-10-10T08:08:35Z,TX,partner
100444,2025-09-20T20:05:37Z,NC,school_email
100445,2026-01-01T08:30:02Z,va,paid_social
100446,2026-02-03T05:59:08Z,MO,partner
100447,2025-10-09T02:27:34Z,KY,school_email
100448,2025-10-13T19:28:52Z,CA,paid_social
100449,2025-09-16T14:27:04Z,GA,paid_social
100450,2025-07-01T15:27:06Z,IL,paid_social
100451,2025-08-27T07:24:27Z,mi,referral
100452,2025-05-10T00:50:49Z,MI,organic
100453,2025-05-18T12:44:25Z,mo,school_email
100454,2025-06-26T22:11:15Z,CA,school_email
100455,2025-08-07T11:37:23Z,TX,school_email
100456,2025-12-17T10:38:36Z,NY,paid_social
100457,2026-02-25T00:43:09Z,TN,school_email
100458,2025-05-28T06:32:43Z,wa,partner
100459,2025-06-13T05:05:35Z,GA,partner
100460,2025-10-21T22:48:13Z,MI,organic
100461,2025-12-02T20:14:51Z,IN,paid_social
100462,2025-08-04T12:35:23Z,FL,partner
100463,2025-11-01T03:57:22Z,OH,referral
100464,2025-12-30T08:15:46Z,IL,paid_social
100465,2025-10-25T14:19:18Z,WI,school_email
100466,2025-08-13T09:03:04Z,PA,app_store
100467,2025-07-26T18:16:27Z,NY,school_email
100468,2025-08-05T17:32:08Z,NY,school_email
100469,2025-06-03T11:00:39Z,NC,partner
100470,2025-08-16T20:43:37Z,VA,organic
100471,2025-05-12T05:33:50Z,oh,organic
100472,2025-09-19T21:06:05Z,IL,paid_social
100473,2025-09-18T06:06:50Z,MI,app_store
100474,2025-10-06T21:03:37Z,IN,referral
100475,2026-01-21T17:51:33Z,va,organic
100476,2025-11-21T03:06:54Z,WI,app_store
100477,2025-09-20T20:19:43Z,GA,organic
100478,2025-09-26T15:40:38Z,MI,school_email
100479,2026-02-09T10:45:06Z,MI,paid_social
100480,2025-05-11T12:52:50Z,NY,paid_social
100481,2025-09-01T08:00:17Z,MI,organic
100482,2025-05-21T20:38:38Z,MI,referral
100483,2025-11-21T18:00:41Z,TX,school_email
100484,2025-08-21T18:08:51Z,WA,app_store
100485,2025-11-05T05:36:39Z,IN,app_store
100486,2025-07-12T08:28:52Z,NC,school_email
100487,2025-07-15T23:50:50Z,MN,partner
100488,2025-12-11T17:44:58Z,mo,paid_social
100489,2025-05-26T19:43:59Z,CA,app_store
100490,2025-09-04T05:28:14Z,PA,paid_social
100491,2025-09-09T21:21:42Z,FL,app_store
100492,2025-06-25T08:16:26Z,FL,partner
100493,2026-01-02T00:17:24Z,TN,school_email
100494,2025-12-20T05:09:00Z,MI,paid_social
100495,2025-12-09T04:35:57Z,OH,referral
100496,2025-11-08T09:59:05Z,NY,referral
100497,2026-01-27T08:52:26Z,MO,partner
100498,2025-11-10T21:13:45Z,IL,school_email
100499,2025-07-03T14:41:07Z,VA,paid_social
100500,2025-06-27T13:03:44Z,MN,organic
100501,2025-10-06T14:34:16Z,WI,app_store
100502,2026-02-13T12:28:40Z,TX,school_email
100503,2025-08-09T18:30:20Z,GA,organic
100504,2025-11-25T13:24:37Z,MN,app_store
100505,2025-06-19T21:10:32Z,WI,organic
100506,2025-11-07T00:32:47Z,TX,paid_social
100507,2025-10-11T17:04:39Z,NC,referral
100508,2026-02-20T11:42:14Z,IL,referral
100509,2025-12-03T09:27:18Z,AL,app_store
100510,2025-10-19T13:27:22Z,AL,paid_social
100511,2025-05-29T11:30:42Z,TN,paid_social
100512,2025-05-08T13:51:56Z,KY,school_email
100513,2026-02-21T10:32:15Z,CA,paid_social
100514,2025-08-19T21:17:51Z,NY,paid_social
100515,2025-08-17T19:07:47Z,OH,app_store
100516,2025-05-29T15:54:08Z,TX,organic
100517,2025-08-08T01:40:01Z,MO,organic
100518,2025-06-20T15:45:09Z,PA,school_email
100519,2025-10-15T14:45:32Z,IN,school_email
100520,2026-01-12T02:38:22Z,CA,school_email
100521,2026-01-21T06:23:27Z,ca,referral
100522,2025-12-09T04:25:28Z,MI,school_email
100523,2025-09-20T00:58:25Z,SC,app_store
100524,2025-08-23T01:15:15Z,NC,organic
100525,2025-12-05T12:31:24Z,in,partner
100526,2025-05-20T23:30:10Z,TN,paid_social
100527,2025-12-17T11:22:55Z,PA,partner
100528,2025-12-10T07:02:47Z,OH,paid_social
100529,2026-01-24T12:24:09Z,VA,partner
100530,2025-06-06T03:17:36Z,mn,app_store
100531,2025-10-28T08:35:05Z,tn,partner
100532,2025-07-17T22:09:05Z,WI,school_email
100533,2025-10-08T02:29:05Z,TX,school_email
100534,2025-06-11T12:10:22Z,GA,app_store
100535,2025-10-20T21:27:01Z,NY,paid_social
100536,2025-11-15T04:04:04Z,MN,school_email
100537,2025-05-10T20:21:29Z,WI,paid_social
100538,2025-06-12T17:43:46Z,SC,app_store
100539,2025-10-19T14:26:26Z,AL,paid_social
100540,2025-08-04T18:26:36Z,NC,organic
100541,2026-02-16T09:33:51Z,PA,referral
100542,2025-05-05T07:45:43Z,KY,referral
100543,2025-12-30T16:20:07Z,GA,referral
100544,2025-08-21T03:51:52Z,OH,app_store
100545,2026-02-26T13:00:45Z,PA,partner
100546,2025-09-09T14:22:21Z,VA,paid_social
100547,2025-05-09T06:40:14Z,OH,school_email
100548,2025-11-28T22:36:53Z,MI,app_store
100549,2025-09-04T22:52:51Z,AL,organic
100550,2025-12-19T20:58:04Z,TN,referral
100551,2025-08-03T20:22:33Z,OH,partner
100552,2025-08-02T22:19:00Z,WA,partner
100553,2025-09-09T07:14:34Z,MN,app_store
100554,2025-12-16T15:27:24Z,SC,partner
100555,2025-08-21T17:24:55Z,OH,school_email
100556,2026-01-21T18:56:15Z,VA,referral
100557,2025-12-18T21:25:35Z,MN,app_store
100558,2025-07-12T21:45:38Z,PA,app_store
100559,2026-01-17T10:01:57Z,TX,organic
100560,2025-08-03T05:58:47Z,SC,organic
100561,2025-12-22T12:05:08Z,fl,referral
100562,2025-10-30T20:41:32Z,TN,paid_social
100563,2025-11-23T05:19:25Z,AL,partner
100564,2026-01-07T15:38:57Z,FL,organic
100565,2026-01-12T19:35:11Z,TX,partner
